physical_cell_id,batch_id,original_cell_id,charging_policy,split,cycle_life,delta_q_var,delta_q_min,delta_q_mean,delta_q_skew,delta_q_kurt,q_discharge_2,q_discharge_100,q_diff_100_2,q_max_diff,q_slope,q_intercept,ir_2,ir_100,ir_diff_100_2,ir_mean,t_avg_mean,t_max_max,t_min_min,charge_time_mean,charge_time_diff_100_2
b2c31,batch2,b2c31,5.2C(37%)-4.5C,train,492.0,-3.6270635017270894,-1.3431446904036426,-0.021930201793608623,-0.004593957842831942,-1.3586490974590375,1.0732793,1.0785081,0.005228800000000033,0.006845800000000013,1.2657374149659728e-05,1.078573639574933,0.01768863,0.017651426,-3.7203999999999016e-05,0.017556587828282826,31.786557142522287,35.575104,29.430504,10.142291380471422,0.08321166666670798
b2c32,batch2,b2c32,5.2C(50%)-4.25C,primary_test,519.0,-3.4870701171082983,-1.2379794438180538,-0.02418884449611731,-0.20838005930397047,-1.3054991323034735,1.0742669,1.0795146,0.005247699999999966,0.0066597999999999935,1.782994805194785e-05,1.0787645322453103,0.017645668,0.017755082,0.00010941399999999865,0.017537543707070707,33.24763715966938,39.249191,29.45435,10.137393569023583,0.08321499999995652
b2c33,batch2,b2c33,5.2C(58%)-4C,train,520.0,-3.683620054687148,-1.364790950043344,-0.01974285026082123,-0.07471671696817081,-1.3530181363625307,1.079052,1.0847911,0.005739099999999997,0.006544000000000105,2.068756709956735e-05,1.0835212896334776,0.017695136,0.017794212,9.907600000000003e-05,0.017627388484848485,32.97224982580327,37.553761,29.949514,10.130487676767677,-0.08307000000010412
b2c34,batch2,b2c34,5.2C(66%)-3.5C,primary_test,499.0,-3.7034372387455874,-1.3726435924059983,-0.018675489127689453,-0.12643071866059943,-1.3474658271248725,1.0688509,1.0746909,0.005840000000000067,0.0068525999999999865,2.092682498453919e-05,1.0736106127338694,0.017662423,0.017513853,-0.00014857000000000065,0.01757423709090909,33.431122410662226,38.83897,30.105608,10.158217373737395,-0.00048333333349326324
b2c35,batch2,b2c35,5.2C(71%)-3C,train,463.0,-3.488171401628493,-1.2720555909002396,-0.02349720596326624,-0.18688014653904744,-1.3795529259556338,1.0687217,1.0718495,0.003127799999999903,0.005766500000000008,-2.8044155844174407e-07,1.0733551984790763,0.017460613,0.017082267,-0.00037834599999999816,0.017105114626262626,33.6342839413372,40.031326,30.03739,10.129930101010089,0.08272333333322024
b2c36,batch2,b2c36,5.6C(25%)-4.5C,primary_test,535.0,-3.564054356948233,-1.3095964446659145,-0.02042850415786099,-0.32954284265101375,-1.3207179929450572,1.079731,1.0852383,0.005507300000000104,0.006338799999999978,2.405576004947469e-05,1.0839450360354568,0.02021559,0.020315139,9.954900000000086e-05,0.020188149979797978,33.414651242294276,39.087948,29.841801,10.140430505050517,-0.0005249999999552557
b2c37,batch2,b2c37,5.6C(38%)-4.25C,train,478.0,-3.5231372873422977,-1.291292745571025,-0.023311257159845455,-0.11265371234794913,-1.3788442515951647,1.0748166,1.081265,0.006448400000000021,0.0068574000000001245,3.505037847866443e-05,1.0788960700915275,0.018226312,0.018319724,9.341199999999758e-05,0.01815250490909091,31.945393626512313,36.40403,29.367825,10.13673265993265,0.08273333333321098
b2c38,batch2,b2c38,5.6C(47%)-4C,primary_test,465.0,-3.536241264656527,-1.289183904196945,-0.024707125603273986,0.04045665313697567,-1.3193551725527999,1.0699497,1.074622,0.004672299999999963,0.005798600000000098,1.6458092764378377e-05,1.0741051160568955,0.017847016,0.017811341,-3.56749999999989e-05,0.017742745464646468,32.17443347288497,37.465702,29.400135,10.129633686868685,1.4999999983444923e-05
b2c39,batch2,b2c39,5.6C(58%)-3.5C,train,459.0,-3.5055978071589906,-1.2836224533640956,-0.025512914100660915,0.050302844711813205,-1.3871948371953673,1.0784613,1.0863159,0.007854599999999934,0.0084206,3.186357946815105e-05,1.0842843988612658,0.018174672,0.018249137,7.446499999999925e-05,0.018061325636363635,32.129761209101325,36.903049,29.399006,10.130638686868684,-0.08374833333339993
b2c40,batch2,b2c40,5.6C(5%)-4.75C,primary_test,499.0,-3.5598626846034156,-1.2985098662990684,-0.0238973269931096,0.0315894195355597,-1.3134568638159831,1.0765519,1.0798434,0.0032915000000000028,0.006568300000000082,-1.9930679035250196e-05,1.0822686636206968,0.017582053,0.017112505,-0.0004695480000000002,0.017196623707070705,33.3410543545083,39.397137,29.524549,10.135643552188554,0.0010450000001576143
b2c41,batch2,b2c41,5.6C(65%)-3C,train,429.0,-3.43908203442455,-1.2473349212311016,-0.025823461939052657,-0.13595647963467153,-1.3806244106516372,1.0682049,1.0736984,0.00549350000000004,0.007903900000000075,1.6646565244279537e-05,1.073882671637188,0.0179385,0.01785991,-7.858999999999991e-05,0.017788922626262627,33.13252315037761,38.922901,29.400105,10.141692306397326,0.08356666666659329
b2c42,batch2,b2c42,6C(20%)-4.5C,primary_test,466.0,-3.587295399410688,-1.301274614377093,-0.023693164423773016,0.07671260717935179,-1.24424273312075,1.0780239,1.082616,0.004592099999999988,0.0060867000000000004,1.1841173778602306e-05,1.0825180445817355,0.017394457,0.017301504,-9.295299999999979e-05,0.017218092343434344,33.13768962997446,39.339207,29.589365,10.136828434343444,0.00038000000010107726
b2c43,batch2,b2c43,6C(31%)-4.25C,train,462.0,-3.3949683603243996,-1.2260292720019408,-0.028338761981709485,-0.010141831236202036,-1.3617956982410178,1.0735646,1.0790776,0.005512999999999879,0.007075399999999954,1.2511228200370937e-05,1.0789762526143065,0.01812768,0.018218031,9.035099999999893e-05,0.0181268601010101,33.01174006776376,38.905258,29.649296,10.131395993265997,0.08355666666635919
b2c44,batch2,b2c44,6C(40%)-4C,primary_test,457.0,-3.4525813382033177,-1.244631656549312,-0.02647451631806089,-0.04075354164192799,-1.2930399359563824,1.070887,1.0763599,0.005472900000000003,0.006365600000000082,2.227312801484236e-05,1.0752136421884149,0.01761589,0.017802216,0.00018632600000000055,0.017676611858585857,33.028337173785644,39.444595,29.683577,10.132399242424222,-0.00019500000004590845
b2c45,batch2,b2c45,6C(4%)-4.75C,train,487.0,-3.6884176625214473,-1.3613512233846539,-0.020855718520282458,0.028860295959305324,-1.2972087444918443,1.0704726,1.0730408,0.0025682000000000205,0.005185599999999901,-7.0604366110079885e-06,1.0748679741863534,0.017153347,0.017026441,-0.00012690599999999955,0.01699986706060606,32.61634777559467,37.933308,29.381407,10.137635353535334,0.08356999999984183
b2c46,batch2,b2c46,6C(52%)-3.5C,primary_test,429.0,-3.368943335394509,-1.2199132469467104,-0.03008208641228789,0.0622967872226835,-1.3554859723387906,1.0726138,1.0795197,0.00690590000000002,0.007384199999999952,2.9379857761286466e-05,1.077631965638013,0.017752018,0.017999796,0.0002477779999999971,0.01780114795959596,32.31134416709594,37.894932,29.27129,10.132154276094296,0.08332000000009465
b2c47,batch2,b2c47,6C(60%)-3C,primary_test,713.0,-4.033930642894341,-1.5285140977215297,-0.011988542154881238,-0.27146857251669937,-1.210870366571767,1.0421375,1.0470229,0.00488540000000004,0.008112700000000084,-9.553367965367662e-06,1.049389155099567,0.017923383,0.017087102,-0.0008362810000000012,0.01721999815151515,32.405519276530356,36.923679,29.348475,10.130466952861942,0.08319666666648118
b3c0,batch3,b3c0,5C(67%)-4C-newstructure,secondary_test,1009.0,-4.245114870317645,-1.6324268476284225,-0.01010217739369119,-0.19512162119318682,-1.1718837880266881,1.0674551,1.0694544,0.001999299999999815,0.003916099999999867,-5.34619542362361e-06,1.0706590913201401,0.015398955,0.015270543,-0.00012841200000000136,0.015235852282828284,32.194853230782606,33.974361,30.642652233872806,10.042610084175084,-0.000986666666237923
b3c1,batch3,b3c1,5.3C(54%)-4C-newstructure,secondary_test,1063.0,-4.28554271039912,-1.6512245320053403,-0.009621018929360837,-0.2863695436051661,-1.1239942266253167,1.0650603,1.0664777,0.001417400000000013,0.003679599999999894,-1.4719340754483133e-05,1.0684723580956503,0.015162034,0.015059211,-0.00010282300000000015,0.014984559090909092,34.83231929224147,38.707848,31.221146,10.041381363636303,0.002126666667269461
b3c3,batch3,b3c3,5.6C(36%)-4.3C-newstructure,secondary_test,1115.0,-4.116607770381197,-1.5712722684801177,-0.010705414352713173,-0.4795495922194519,-1.0204009571273698,1.0628892,1.0635946,0.0007053999999999672,0.0026450000000000085,-1.2654854669140369e-05,1.0652984177901466,0.015006617,0.015062672,5.60549999999993e-05,0.014999963767676767,36.08374244976545,40.076626,31.780437,10.041502946127975,-0.0015566666666320117
b3c4,batch3,b3c4,5.6C(19%)-4.6C-newstructure,secondary_test,1048.0,-4.178465673149821,-1.6053684086049191,-0.01010643886890673,-0.4358594530739962,-1.108117428835132,1.0724765,1.0738586,0.0013821000000000527,0.0027884999999998605,-5.233104514533014e-06,1.074804658027211,0.015246842,0.015179508,-6.733400000000049e-05,0.015129103909090906,32.11715379681872,33.39357830787951,30.86325642415428,10.045573973063998,0.002208333333449275
b3c5,batch3,b3c5,5.6C(36%)-4.3C-newstructure,secondary_test,828.0,-4.114423974726586,-1.594395867927963,-0.011445765437692483,-0.16298210025008258,-1.2847293776559767,1.0514506,1.0518515,0.00040090000000003734,0.0026052000000000852,-1.602090043290077e-05,1.0539742073362193,0.015374157,0.015206923,-0.00016723399999999874,0.01518261805050505,35.56013985266867,40.19554382518285,31.605618939619383,10.042010656565727,0.0016933333329998135
b3c6,batch3,b3c6,3.7C(31%)-5.9C-newstructure,secondary_test,667.0,-3.5257081929454923,-1.2740749260804134,-0.028517561100453784,0.48315863084518784,-0.8670783975112881,1.0626124,1.04378,-0.01883239999999997,0.00045920000000010397,-0.00020239778849721706,1.0640819993345703,0.013527169,0.013847317,0.00032014799999999927,0.013730660939393938,34.1072055276095,37.461433,30.943061172088374,10.080923367003404,0.05449333333332618
b3c7,batch3,b3c7,4.8C(80%)-4.8C-newstructure,secondary_test,1836.0,-4.488742187967907,-1.768045874915885,-0.007037779014879844,-0.34078293270641924,-1.200764084320108,1.0675218,1.0684743,0.0009525000000001338,0.003397199999999989,-2.357448361162712e-06,1.0702976551189447,0.015535541,0.015500138,-3.5402999999999823e-05,0.015428265515151515,32.79694473003086,34.60008198094648,31.00022334239158,11.040740218855252,0.0011983333327716394
b3c8,batch3,b3c8,5C(67%)-4C-newstructure,secondary_test,828.0,-4.091803757442373,-1.5710723604574097,-0.011806368426415048,-0.21507198874661293,-1.2791535075636502,1.0647362,1.067026,0.0022898000000000085,0.003978199999999932,-3.308951144093748e-06,1.0681748474174397,0.015438134,0.015265453,-0.00017268099999999918,0.015253319353535355,33.05552416009523,35.5458971642776,30.969942,10.043270673400722,-0.0008500000001117058
b3c9,batch3,b3c9,5.3C(54%)-4C-newstructure,secondary_test,1039.0,-3.982296953008088,-1.5290712116059078,-0.01447801181075607,-0.05584860799805732,-1.3472162794731597,1.0694826,1.0724456,0.002963000000000049,0.00388809999999995,6.680531849102647e-07,1.0728252555501958,0.015903223,0.015873827,-2.9396000000000977e-05,0.0157985837979798,33.08832983925303,35.6854391223452,31.020124803456543,10.04115065656567,-0.0010399999999197718
b3c10,batch3,b3c10,4.8C(80%)-4.8C-newstructure,secondary_test,1078.0,-4.4113559240265765,-1.7191252386508329,-0.008335183582489896,-0.2449564866670881,-1.1918753068944838,1.0617746,1.0623909,0.0006163000000001251,0.003226200000000068,-2.8759653679657666e-06,1.0645252641327563,0.015551002,0.015407138,-0.00014386399999999876,0.01537307471717172,32.5348014795901,35.20887742320281,30.42616190989248,11.039443922558931,0.0004433333334112888
b3c11,batch3,b3c11,5.6C(19%)-4.6C-newstructure,secondary_test,817.0,-3.884921164468091,-1.4674064416533914,-0.015620691175653465,-0.14019258288482342,-1.2656063363142074,1.0680679,1.0682998,0.0002318999999999516,0.0026927999999999397,-1.768216573902283e-05,1.070729462169862,0.015608084,0.015558524,-4.955999999999884e-05,0.015524714272727273,34.20373702283128,38.22832463770115,31.117903,10.042466936026983,0.0023416666665667663
b3c12,batch3,b3c12,5.6C(36%)-4.3C-newstructure,secondary_test,932.0,-3.9467899768101886,-1.4984625676823458,-0.01531489306361951,0.009007907579175856,-1.2833709230089114,1.0741653,1.0755343,0.0013689999999999536,0.002777699999999994,-6.67946320346324e-06,1.0766760324213565,0.016139418,0.016099032,-4.0385999999999894e-05,0.016047835363636364,33.2205731520236,36.11585579982815,30.951786787726437,10.042442037037002,-0.0016683333339937434
b3c13,batch3,b3c13,5.6C(19%)-4.6C-newstructure,secondary_test,816.0,-4.094466485311571,-1.5583663773653675,-0.01176548019743392,-0.2582687355469186,-1.1979388802958741,1.065558,1.067306,0.0017480000000000828,0.004086699999999999,-1.218519356833612e-05,1.0693350771952177,0.015250437,0.015105296,-0.00014514099999999967,0.015128562717171716,34.11768528185422,37.80334001741199,31.008408624872537,10.042358249158227,0.0014516666664956546
b3c14,batch3,b3c14,5.6C(36%)-4.3C-newstructure,secondary_test,858.0,-3.999667694941731,-1.533393919034542,-0.013203557332650977,-0.19204286282934238,-1.3198368224743084,1.0727056,1.0763919,0.0036863000000000312,0.005038600000000004,4.6361076066786625e-06,1.0767793645726655,0.015668793,0.015591383,-7.740999999999998e-05,0.015551921989898992,33.11953606667905,36.101499457512425,30.790092,10.041858265993287,-0.000588333333627844
b3c15,batch3,b3c15,5.9C(15%)-4.6C-newstructure,secondary_test,876.0,-4.000684421929468,-1.530408515674226,-0.013340330831580071,-0.15382378764959165,-1.2842654825214415,1.0684187,1.0693594,0.0009406999999999055,0.002858699999999992,-1.1564622139765345e-05,1.0711365179513501,0.015417448,0.015327176,-9.027200000000062e-05,0.015306011222222221,33.51055049283859,37.344582,30.48859917220236,10.04163658249164,0.0001383333328703884
b3c16,batch3,b3c16,4.8C(80%)-4.8C-newstructure,secondary_test,1638.0,-4.694513499472995,-1.8712132821312482,-0.005323302354980101,-0.05327197818466717,-0.8886326372546569,1.061009,1.0625579,0.0015488999999999642,0.0033308999999999145,-9.691301175015842e-06,1.0640031119154811,0.015453937,0.015333001,-0.00012093599999999857,0.015311050717171716,34.94134876933804,38.21816186151848,31.641069440702125,11.040587407407404,-0.015016666667118983
b3c17,batch3,b3c17,5.3C(54%)-4C-newstructure,secondary_test,1315.0,-4.439713079764758,-1.7475744000986955,-0.007236216829825155,0.01669800531483665,-0.8152410862997628,1.0664514,1.0664585,7.0999999999266095e-06,0.002599599999999924,-5.833125541125629e-06,1.0673452964733043,0.015524552,0.015362277,-0.00016227499999999992,0.015443586646464644,35.07228784758459,38.138309,31.041136885840285,10.042102811447801,-0.0011483333333064394
b3c18,batch3,b3c18,5.6C(19%)-4.6C-newstructure,secondary_test,1146.0,-4.254052001185467,-1.6297503059145464,-0.010342257243667845,-0.2289617001770088,-1.0571234004912051,1.0680237,1.0670015,-0.0010221999999999731,0.0021301000000000236,-2.9274941249226636e-05,1.0703619310946197,0.015098186,0.015060746,-3.7439999999999696e-05,0.015015526535353539,35.2914180269327,38.518787,32.020798,10.04310829966328,-0.001865000000057293
b3c19,batch3,b3c19,5.6C(36%)-4.3C-newstructure,secondary_test,1155.0,-4.171941874669042,-1.5969883629889903,-0.011545479663150093,-0.12087812859596625,-1.1118817229154592,1.0719248,1.0708553,-0.0010694999999998345,0.0019749000000000017,-2.969135807050069e-05,1.0742350855242218,0.015555796,0.015513306,-4.249000000000093e-05,0.01546349318181818,35.09835953689969,38.401493,31.769892,10.043189629629584,0.00029833333367967896
b3c20,batch3,b3c20,5C(67%)-4C-newstructure,secondary_test,813.0,-4.066344693269561,-1.55172674423117,-0.011919383387319954,-0.33953004746091525,-1.182800467385303,1.0650502,1.0664401,0.001389899999999944,0.0030607000000000273,-7.154074211502926e-06,1.0678147557645845,0.015409848,0.015333491,-7.635700000000085e-05,0.015263322232323233,33.10212248197412,36.232254,30.598567437403773,10.043380471380493,0.0009550000000064784
b3c21,batch3,b3c21,3.7C(31%)-5.9C-newstructure,secondary_test,772.0,-3.704326685729231,-1.363751396832805,-0.02353870422305198,0.5061397443817519,-0.8460875667678058,1.0678563,1.0538316,-0.014024700000000001,0.0008403999999999634,-0.00015949170191713045,1.0701122666967633,0.013943589,0.014177526,0.00023393700000000003,0.014093014131313133,34.900399416468076,38.317612,31.554761921167493,10.079161515151517,0.03339999999952781
b3c22,batch3,b3c22,5.9C(60%)-3.1C-newstructure,secondary_test,1002.0,-4.046822397094466,-1.5465390127724639,-0.013722550516362944,0.05292211155889781,-1.2689736256162139,1.0562643,1.0569046,0.000640299999999927,0.002844599999999975,-1.598876437847878e-05,1.0589703502156258,0.015852775,0.015729792,-0.00012298300000000012,0.015685687353535354,34.61069656408486,37.97354076473168,31.405123,10.04255023569017,-0.0010666666671266256
b3c24,batch3,b3c24,5C(67%)-4C-newstructure,secondary_test,825.0,-4.155254994876533,-1.6060319403400782,-0.010345482795288031,-0.33574880640024823,-1.261852210004365,1.0462732,1.050084,0.003810800000000114,0.004855700000000018,9.650588744588584e-06,1.049949028054834,0.015751192,0.015600633,-0.0001505590000000015,0.015554037858585858,34.68760501613314,37.871063,31.712324162858778,10.041832441077416,-0.0007983333334173892
b3c25,batch3,b3c25,5.3C(54%)-4C-newstructure,secondary_test,989.0,-4.1465607447332715,-1.5755063124244277,-0.010925821646167616,-0.36635097992559806,-1.073334512646299,1.0611302,1.0643663,0.003236100000000075,0.004340299999999964,6.950843537415409e-06,1.0644680120300969,0.015752004,0.015702758,-4.924599999999932e-05,0.015641851515151513,35.58186389191699,39.595110804534556,31.926973,10.042413013468028,0.0010650000001390936
b3c26,batch3,b3c26,5.6C(19%)-4.6C-newstructure,secondary_test,1028.0,-4.219507413901045,-1.6165591632709488,-0.01013959278346487,-0.3421554787701476,-1.060483006313052,1.0720186,1.074435,0.0024163999999999852,0.0037909000000000415,-4.2884230055633336e-07,1.0751341679270252,0.015693368,0.015650999,-4.2369000000000434e-05,0.015593572727272726,35.745916536891265,39.786995,31.812666,10.042290858585826,0.002345000000302022
b3c27,batch3,b3c27,5.6C(36%)-4.3C-newstructure,secondary_test,850.0,-4.130132310934438,-1.575113615428363,-0.01070991087322853,-0.36115454159106597,-1.1141485878220703,1.0604171,1.0627574,0.002340299999999962,0.004035500000000081,-4.035370439084673e-06,1.063914866518656,0.015073455,0.014973907,-9.954799999999965e-05,0.014919440515151516,35.30844806776433,38.98098,31.88298,10.045002356902378,-0.0017999999996387572
b3c28,batch3,b3c28,3.7C(31%)-5.9C-newstructure,secondary_test,541.0,-3.451657893017001,-1.2378383926134868,-0.03025611921470947,0.2996423874831566,-0.9803013452957265,1.0518668,1.0340093,-0.01785750000000008,0.0008316999999999908,-0.00019802208534322815,1.0546211465545248,0.013169404,0.013605327,0.00043592300000000125,0.01342088496969697,35.69688828820833,39.85648636436463,31.972694,10.088611986532047,0.08372166666667802
b3c29,batch3,b3c29,5.9C(15%)-4.6C-newstructure,secondary_test,858.0,-4.0635761002012085,-1.5387795593022975,-0.011300575148553208,-0.3484488624765838,-1.1797578358031433,1.0663688,1.0696349,0.0032661000000000495,0.0048319999999999474,4.077620284476882e-06,1.0702923110624616,0.014962286,0.014796775,-0.00016551100000000013,0.014824126747474747,31.262889334066085,31.999889,30.393116,10.041979612794579,-2.8333333467855937e-05
b3c30,batch3,b3c30,5.3C(54%)-4C-newstructure,secondary_test,935.0,-4.1002255467806545,-1.5728845665772753,-0.011137570899382837,-0.3873119059789263,-1.1369092977243447,1.0687393,1.0710108,0.002271499999999982,0.0036004999999998955,-3.416536796536511e-06,1.0718801746897546,0.015732529,0.015618403,-0.00011412599999999912,0.015572678929292929,32.24311941023021,34.756857996430846,30.474829,10.04344259259257,0.0003383333341240302
b3c31,batch3,b3c31,5.9C(60%)-3.1C-newstructure,secondary_test,731.0,-3.8396030254357147,-1.4483132816471656,-0.01635054856148944,-0.12085281622375779,-1.2916363144954703,1.0681812,1.0698149,0.0016336999999999602,0.0034605000000000885,-8.999562152133594e-06,1.0712586655485465,0.015983483,0.015953651,-2.983200000000047e-05,0.015875272090909092,34.00003070157337,37.242977,30.816336554657795,10.045700723905673,0.0009516666672428897
b3c33,batch3,b3c33,5C(67%)-4C-newstructure,secondary_test,1284.0,-4.395898333073689,-1.7014541887150514,-0.00784867836178756,-0.42003516917202466,-1.0089250725849936,1.060272,1.0609198,0.0006477999999998652,0.00264439999999988,-1.259104514533092e-05,1.062801338251907,0.015511206,0.015357213,-0.00015399299999999984,0.015340797171717173,33.10710984192206,34.695709,31.415869,10.043259696969717,-0.00038166666636207935
b3c34,batch3,b3c34,5.3C(54%)-4C-newstructure,secondary_test,1158.0,-4.305659504591576,-1.6673617546311603,-0.00955200556777299,-0.184080259057273,-1.1558151157732177,1.061535,1.0615493,1.430000000013365e-05,0.0027430999999999983,-2.115797278911534e-05,1.064325069743558,0.015438841,0.015331933,-0.00010690799999999931,0.015302312080808081,35.77943527518051,39.49040963165045,31.956257,10.043539814814821,-0.0009283333340128763
b3c35,batch3,b3c35,5.6C(19%)-4.6C-newstructure,secondary_test,1093.0,-4.234858289724564,-1.6377423618849243,-0.009826425701495065,-0.29633616843670796,-1.1528187004497665,1.0633804,1.0632331,-0.00014730000000007237,0.002049399999999979,-1.9530938775509824e-05,1.0654954172714906,0.01549053,0.015414515,-7.601500000000046e-05,0.01537437201010101,35.532941501822236,39.086731,31.761244,10.043588619528593,-0.0009416666667672047
b3c36,batch3,b3c36,5.6C(36%)-4.3C-newstructure,secondary_test,923.0,-4.253457920681209,-1.6386157036816351,-0.009908357469924613,-0.2511211297987009,-1.0968264561935654,1.0575287,1.0577667,0.00023799999999996047,0.003076099999999915,-2.197191960420531e-05,1.0604838153745622,0.015267849,0.015179561,-8.82880000000006e-05,0.0151344318989899,35.87907157748097,39.893036,31.939495,10.043494949494974,0.0005866666671252574
b3c38,batch3,b3c38,5C(67%)-4C-newstructure,secondary_test,1935.0,-4.342053043792284,-1.695789490226726,-0.008693083372975452,-0.054164715839684595,-1.1768867699503416,1.0701473,1.0710695,0.0009221999999999841,0.0025093000000000476,-8.787589363017988e-06,1.0724309185726653,0.015988033,0.015872136,-0.00011589700000000022,0.01583589924242424,34.745836319764145,38.268311,30.966864,10.043707962962927,-0.005276666667246133
b3c39,batch3,b3c39,5.3C(54%)-4C-newstructure,secondary_test,1156.0,-4.454635076566319,-1.758007558315108,-0.006428438589560583,-0.29253860298053624,-1.003013467519955,1.0474036,1.0495038,0.0021002000000001075,0.004107000000000083,-6.583238095237747e-06,1.0509187956479076,0.015740704,0.01558543,-0.00015527400000000038,0.015563160080808082,33.887021839840784,36.491322,30.99731619825322,10.043092710437712,-3.6666665740980875e-05
b3c40,batch3,b3c40,5.6C(19%)-4.6C-newstructure,secondary_test,796.0,-4.29510827493732,-1.6565166769039124,-0.009078861478925766,-0.3154308934543946,-1.138512905318865,1.0593235,1.0617574,0.002433899999999989,0.004510000000000014,-7.692147186147422e-06,1.0633916873852816,0.015561919,0.015327614,-0.00023430500000000062,0.015390749383838383,34.05341123035083,38.358112,30.658075,10.043764865319858,-0.0005349999994592736
b3c41,batch3,b3c41,5.6C(36%)-4.3C-newstructure,secondary_test,786.0,-4.2195093707566445,-1.6163103876714375,-0.009748050525024678,-0.3571335569959481,-1.0631301344503463,1.0505219,1.0541531,0.0036312000000000566,0.004361900000000141,9.732244897959272e-06,1.0538777989445476,0.01854171,0.018368578,-0.00017313199999999945,0.018306992535353537,33.640262798950594,37.245838,30.47063701600857,10.043162962962906,0.0013016666668903554
b3c44,batch3,b3c44,5.3C(54%)-4C-newstructure,secondary_test,940.0,-4.131495522376496,-1.5852750745744224,-0.011231061096491921,-0.2446163658848556,-1.2383958928034313,1.06972,1.0729284,0.003208399999999889,0.004184900000000047,4.689736549164844e-06,1.0730782133349825,0.015722955,0.01561721,-0.00010574500000000084,0.015572503777777776,33.35164903826186,36.881859,30.183569,10.043212407407367,-0.016316666666778445
b3c45,batch3,b3c45,4.8C(80%)-4.8C-newstructure,secondary_test,1801.0,-4.5208508005857535,-1.7830965362089448,-0.007131752461986142,-0.328143045978365,-1.1771286021323724,1.0695485,1.0711251,0.001576599999999928,0.0025961999999999374,-1.2584539270266782e-07,1.0714722756907853,0.015742011,0.015662471,-7.953999999999947e-05,0.015618692474747477,32.72596355233115,35.085537,30.620083,11.038587558922575,-0.0017116666669600988
